step_idx,timestamp_s,episode_id,episode_name,event_class,observed_pa,expected_pa,residual_pa,drift_pa,slew_pa,token,r_norm,delta_norm,sigma_norm
225,13500,0,normal_a,0,1432982,1561612,-128629.75,-10206.2500,-1391.9375,Nominal,-0.257259,-0.051031,-0.000696
226,13560,0,normal_a,0,1617795,1565926,51868.50,-2889.9750,3008.3042,Nominal,0.103737,-0.014450,0.001504
227,13620,0,normal_a,0,1616306,1573808,42497.00,3208.3500,-156.1917,Nominal,0.084994,0.016042,-0.000078
228,13680,0,normal_a,0,1401378,1573402,-172024.00,-14384.8750,-3575.3500,Nominal,-0.344048,-0.071924,-0.001788
229,13740,0,normal_a,0,1629829,1573402,56426.50,-15337.0000,3807.5083,Nominal,0.112853,-0.076685,0.001904
230,13800,0,normal_a,0,1493215,1573402,-80187.50,-28611.1000,-2276.9000,Nominal,-0.160375,-0.143056,-0.001138
231,13860,0,normal_a,0,1523708,1554526,-30818.25,-19562.5500,822.8208,Nominal,-0.061636,-0.097813,0.000411
232,13920,0,normal_a,0,1685494,1579689,105805.25,-11775.1750,2277.0583,Nominal,0.211611,-0.058876,0.001139
233,13980,0,normal_a,0,1552812,1559166,-6354.25,-20653.0000,-1869.3250,Nominal,-0.012708,-0.103265,-0.000935
234,14040,0,normal_a,0,1580278,1559166,21112.25,-14030.4250,457.7750,Nominal,0.042224,-0.070152,0.000229
235,14100,0,normal_a,0,1658189,1572900,85289.50,7361.5000,1069.6208,Nominal,0.170579,0.036807,0.000535
236,14160,0,normal_a,0,1501080,1572900,-71819.00,-5007.2500,-2618.4750,Nominal,-0.143638,-0.025036,-0.001309
237,14220,0,normal_a,0,1440934,1559166,-118232.75,-21080.2250,-773.5625,Nominal,-0.236465,-0.105401,-0.000387
238,14280,0,normal_a,0,1503586,1559166,-55580.25,-9435.8500,1044.2083,Nominal,-0.111160,-0.047179,0.000522
239,14340,0,normal_a,0,1610208,1559166,51041.25,-9974.3750,1777.0250,Nominal,0.102083,-0.049872,0.000889
240,14400,0,normal_a,0,1715514,1559166,156347.75,13679.1500,1755.1083,Nominal,0.312696,0.068396,0.000878
241,14460,0,normal_a,0,1516544,1548172,-31628.50,13598.1250,-3132.9375,Nominal,-0.063257,0.067991,-0.001566
242,14520,0,normal_a,0,1517971,1548172,-30201.00,-2.5000,23.7917,Nominal,-0.060402,-0.000013,0.000012
243,14580,0,normal_a,0,1572352,1559166,13185.75,1951.5000,723.1125,Nominal,0.026371,0.009758,0.000362
244,14640,0,normal_a,0,1618518,1559166,59351.75,5775.4500,769.4333,Nominal,0.118704,0.028877,0.000385
245,14700,0,normal_a,0,1641718,1568936,72781.25,4524.6250,223.8250,Nominal,0.145563,0.022623,0.000112
246,14760,0,normal_a,0,1667854,1576315,91538.25,20860.3500,312.6167,Nominal,0.183077,0.104302,0.000156
247,14820,0,normal_a,0,1504692,1576315,-71623.25,25521.3000,-2719.3583,Nominal,-0.143246,0.127606,-0.001360
248,14880,0,normal_a,0,1567160,1576315,-9155.75,30163.7500,1041.1250,Nominal,-0.018312,0.150819,0.000521
249,14940,0,normal_a,0,1717546,1576315,141230.75,39182.7000,2506.4417,Nominal,0.282461,0.195913,0.001253
250,15000,0,normal_a,0,1455246,1569756,-114510.25,12096.9000,-4262.3500,Nominal,-0.229020,0.060484,-0.002131
251,15060,0,normal_a,0,1585072,1576315,8756.25,16135.3750,2054.4417,Nominal,0.017513,0.080677,0.001027
252,15120,0,normal_a,0,1546369,1569756,-23386.75,16816.8000,-535.7167,Nominal,-0.046774,0.084084,-0.000268
253,15180,0,normal_a,0,1630503,1569756,60747.25,21572.9500,1402.2333,Nominal,0.121495,0.107865,0.000701
254,15240,0,normal_a,0,1496856,1569756,-72899.75,8347.8000,-2227.4500,Nominal,-0.145799,0.041739,-0.001114
255,15300,0,normal_a,0,1468300,1569756,-101455.25,-9075.8500,-475.9250,Nominal,-0.202910,-0.045379,-0.000238
256,15360,0,normal_a,0,1674724,1569756,104967.75,-7732.9000,3440.3833,Nominal,0.209935,-0.038664,0.001720
257,15420,0,normal_a,0,1532766,1559986,-27220.25,-3292.6000,-2203.1333,Nominal,-0.054441,-0.016463,-0.001102
258,15480,0,normal_a,0,1700536,1569756,130780.75,10701.0500,2633.3500,Nominal,0.261562,0.053505,0.001317
259,15540,0,normal_a,0,1698091,1569756,128335.25,9411.5000,-40.7583,Nominal,0.256671,0.047058,-0.000020
260,15600,0,normal_a,0,1560878,1569756,-8878.25,19974.7000,-2286.8917,Nominal,-0.017757,0.099874,-0.001143
261,15660,0,normal_a,0,1547990,1569756,-21765.75,16922.5000,-214.7917,Nominal,-0.043532,0.084612,-0.000107
262,15720,0,normal_a,0,1597360,1569756,27604.25,22021.6000,822.8333,Nominal,0.055209,0.110108,0.000411
263,15780,0,normal_a,0,1564429,1569756,-5326.75,15414.2000,-548.8500,Nominal,-0.010653,0.077071,-0.000274
264,15840,0,normal_a,0,1600730,1569756,30974.25,25801.6000,605.0167,Nominal,0.061948,0.129008,0.000303
265,15900,0,normal_a,0,1496315,1565794,-69479.25,28999.2000,-1674.2250,Nominal,-0.138959,0.144996,-0.000837
266,15960,0,normal_a,0,1690102,1569756,120346.25,30537.0500,3163.7583,Nominal,0.240693,0.152685,0.001582
267,16020,0,normal_a,0,1581410,1576881,4528.75,33711.9500,-1930.2917,Nominal,0.009057,0.168560,-0.000965
268,16080,0,normal_a,0,1626989,1583240,43748.50,25008.7250,653.6625,Nominal,0.087497,0.125044,0.000327
269,16140,0,normal_a,0,1453122,1576881,-123758.75,-200.6750,-2791.7875,Nominal,-0.247518,-0.001003,-0.001396
270,16200,0,normal_a,0,1709722,1576881,132840.75,13971.2250,4276.6583,Nominal,0.265682,0.069856,0.002138
271,16260,0,normal_a,0,1428516,1576881,-148365.25,1311.2750,-4686.7667,Nominal,-0.296731,0.006556,-0.002343
272,16320,0,normal_a,0,1607366,1583240,24125.50,963.4000,2874.8458,Nominal,0.048251,0.004817,0.001437
273,16380,0,normal_a,0,1569571,1583240,-13669.50,129.1250,-629.9167,Nominal,-0.027339,0.000646,-0.000315
274,16440,0,normal_a,0,1669582,1583240,86342.00,5665.9000,1666.8583,Nominal,0.172684,0.028329,0.000833
275,16500,0,normal_a,0,1565598,1575490,-9891.75,11624.6500,-1603.8958,Nominal,-0.019783,0.058123,-0.000802
276,16560,0,normal_a,0,1515514,1568365,-52851.25,-5695.1000,-715.9917,Nominal,-0.105703,-0.028476,-0.000358
277,16620,0,normal_a,0,1476468,1568365,-91897.25,-15337.7000,-650.7667,Nominal,-0.183794,-0.076689,-0.000325
278,16680,0,normal_a,0,1680889,1575490,105398.75,-9172.6750,3288.2667,Nominal,0.210797,-0.045863,0.001644
279,16740,0,normal_a,0,1606267,1575490,30776.75,6280.8750,-1243.7000,Nominal,0.061553,0.031404,-0.000622
280,16800,0,normal_a,0,1632182,1583240,48941.00,-2109.1000,302.7375,Nominal,0.097882,-0.010545,0.000151
281,16860,0,normal_a,0,1576070,1578740,-2670.00,12460.4250,-860.1833,Nominal,-0.005340,0.062302,-0.000430
282,16920,0,normal_a,0,1741534,1589385,152149.75,25262.8500,2580.3292,Nominal,0.304300,0.126314,0.001290
283,16980,0,normal_a,0,1497301,1578740,-81438.50,18485.9500,-3893.1375,Nominal,-0.162877,0.092430,-0.001947
284,17040,0,normal_a,0,1414206,1578740,-164533.00,-6601.5500,-1384.9083,Nominal,-0.329066,-0.033008,-0.000692
285,17100,0,normal_a,0,1653404,1589385,64018.75,789.5000,3809.1958,Nominal,0.128037,0.003947,0.001905
286,17160,0,normal_a,0,1758594,1589385,169208.75,22995.5000,1753.1667,Nominal,0.338417,0.114977,0.000877
287,17220,0,normal_a,0,1509709,1589385,-79675.75,24217.6500,-4148.0750,Nominal,-0.159352,0.121088,-0.002074
288,17280,0,normal_a,0,1552692,1578740,-26047.50,11073.0250,893.8042,Nominal,-0.052095,0.055365,0.000447
289,17340,0,normal_a,0,1486001,1572820,-86819.25,-686.5750,-1012.8625,Nominal,-0.173639,-0.003433,-0.000506
290,17400,0,normal_a,0,1617014,1578740,38274.50,-1753.2250,2084.8958,Nominal,0.076549,-0.008766,0.001042
291,17460,0,normal_a,0,1581699,1581554,144.75,-1471.7500,-635.4958,Nominal,0.000289,-0.007359,-0.000318
292,17520,0,normal_a,0,1553722,1578740,-25018.00,-19188.5250,-419.3792,Nominal,-0.050036,-0.095943,-0.000210
293,17580,0,normal_a,0,1602530,1581554,20976.25,-8947.0500,766.5708,Nominal,0.041952,-0.044735,0.000383
294,17640,0,normal_a,0,1645271,1581554,63716.75,13877.9250,712.3417,Nominal,0.127434,0.069390,0.000356
295,17700,0,normal_a,0,1346073,1581554,-235481.25,-16072.0750,-4986.6333,Nominal,-0.470963,-0.080360,-0.002493
296,17760,0,normal_a,0,1603078,1581554,21523.75,-30840.5750,4283.4167,Nominal,0.043048,-0.154203,0.002142
297,17820,0,normal_a,0,1654518,1592115,62403.25,-16632.6750,681.3250,Nominal,0.124807,-0.083163,0.000341
298,17880,0,normal_a,0,1561010,1578884,-17873.75,-15815.3000,-1337.9500,Nominal,-0.035748,-0.079076,-0.000669
299,17940,0,normal_a,0,1624725,1592115,32610.25,-3872.3500,841.4000,Nominal,0.065221,-0.019362,0.000421
300,18000,0,normal_a,0,1725274,1592115,133159.25,5616.1250,1675.8167,Nominal,0.266319,0.028081,0.000838
301,18060,0,normal_a,0,1603629,1602804,824.75,5684.1250,-2205.5750,Nominal,0.001649,0.028421,-0.001103
302,18120,0,normal_a,0,1566697,1592115,-25417.75,5644.1500,-437.3750,Nominal,-0.050835,0.028221,-0.000219
303,18180,0,normal_a,0,1501110,1592115,-91004.75,-5553.9500,-1093.1167,Nominal,-0.182009,-0.027770,-0.000547
304,18240,0,normal_a,0,1566574,1578884,-12310.75,-13156.7000,1311.5667,Nominal,-0.024622,-0.065784,0.000656
305,18300,0,normal_a,0,1677538,1592115,85422.75,18933.7000,1628.8917,Nominal,0.170846,0.094669,0.000814
306,18360,0,normal_a,0,1501531,1592115,-90583.75,7722.9500,-2933.4417,Nominal,-0.181168,0.038615,-0.001467
307,18420,0,normal_a,0,1594645,1598588,-3942.75,1088.3500,1444.0167,Nominal,-0.007886,0.005442,0.000722
308,18480,0,normal_a,0,1607302,1598588,8713.75,3747.1000,210.9417,Nominal,0.017427,0.018735,0.000105
309,18540,0,normal_a,0,1672516,1598588,73928.25,7878.9000,1086.9083,Nominal,0.147857,0.039394,0.000543
310,18600,0,normal_a,0,1691709,1598588,93121.25,3875.1000,319.8833,Nominal,0.186243,0.019376,0.000160
311,18660,0,normal_a,0,1500114,1598588,-98474.25,-6054.8000,-3193.2583,Nominal,-0.196948,-0.030274,-0.001597
312,18720,0,normal_a,0,1460418,1588172,-127754.50,-16288.4750,-488.0042,Nominal,-0.255509,-0.081442,-0.000244
313,18780,0,normal_a,0,1758772,1598588,160184.75,8830.4750,4798.9875,Nominal,0.320369,0.044152,0.002399
314,18840,0,normal_a,0,1397136,1598588,-201452.25,-10083.6750,-6027.2833,Nominal,-0.402904,-0.050418,-0.003014
315,18900,0,normal_a,0,1631502,1598588,32914.25,-15334.5250,3906.1083,Nominal,0.065828,-0.076673,0.001953
316,18960,0,normal_a,0,1368762,1588172,-219410.50,-28217.2000,-4205.4125,Nominal,-0.438821,-0.141086,-0.002103
317,19020,0,normal_a,0,1577155,1588172,-11017.00,-28924.6250,3473.2250,Nominal,-0.022034,-0.144623,0.001737
318,19080,0,normal_a,0,1771969,1598588,173381.25,-12457.8750,3073.3042,Nominal,0.346762,-0.062289,0.001537
319,19140,0,normal_a,0,1459078,1598588,-139510.25,-33801.7250,-5214.8583,Nominal,-0.279021,-0.169009,-0.002607
320,19200,0,normal_a,0,1564664,1588172,-23508.00,-45464.6500,1933.3708,Nominal,-0.047016,-0.227323,0.000967
321,19260,0,normal_a,0,1544227,1585900,-41673.00,-39784.5250,-302.7500,Nominal,-0.083346,-0.198923,-0.000151
322,19320,0,normal_a,0,1670571,1598588,71983.25,-19810.7500,1894.2708,Nominal,0.143966,-0.099054,0.000947
323,19380,0,normal_a,0,1616348,1598862,17486.50,-34080.5750,-908.2792,Nominal,0.034973,-0.170403,-0.000454
324,19440,0,normal_a,0,1574256,1585900,-11644.00,-15099.7500,-485.5083,Nominal,-0.023288,-0.075499,-0.000243
325,19500,0,normal_a,0,1626637,1598862,27775.50,-15613.6250,656.9917,Nominal,0.055551,-0.078068,0.000328
326,19560,0,normal_a,0,1665420,1599137,66283.50,12955.7750,641.8000,Nominal,0.132567,0.064779,0.000321
327,19620,0,normal_a,0,1531932,1585900,-53968.50,8660.6250,-2004.2000,Nominal,-0.107937,0.043303,-0.001002
328,19680,0,normal_a,0,1584882,1589764,-4881.50,-9165.6500,818.1167,Nominal,-0.009763,-0.045828,0.000409
329,19740,0,normal_a,0,1644448,1589764,54685.00,10253.8750,992.7750,Nominal,0.109370,0.051269,0.000496
330,19800,0,normal_a,0,1460196,1581018,-120823.00,522.3750,-2925.1333,Nominal,-0.241646,0.002612,-0.001463
331,19860,0,normal_a,0,1662540,1581018,81521.00,12841.7750,3372.4000,Nominal,0.163042,0.064209,0.001686
332,19920,0,normal_a,0,1754958,1589764,165194.00,22162.8500,1394.5500,Nominal,0.330388,0.110814,0.000697
333,19980,0,normal_a,0,1343716,1589764,-246047.50,-4190.5500,-6854.0250,Nominal,-0.492095,-0.020953,-0.003427
334,20040,0,normal_a,0,1720801,1600973,119827.75,8956.6250,6097.9208,Nominal,0.239655,0.044783,0.003049
335,20100,0,normal_a,0,1441818,1589764,-147946.00,-8615.5250,-4462.8958,Nominal,-0.295892,-0.043078,-0.002231
336,20160,0,normal_a,0,1509833,1589764,-79930.50,-23236.9250,1133.5917,Nominal,-0.159861,-0.116185,0.000567
337,20220,0,normal_a,0,1559151,1581018,-21867.50,-20026.8250,967.7167,Nominal,-0.043735,-0.100134,0.000484
338,20280,0,normal_a,0,1566723,1575706,-8982.50,-20436.9250,214.7500,Nominal,-0.017965,-0.102185,0.000107
339,20340,0,normal_a,0,1807328,1575706,231622.00,-2743.2250,4010.0750,Nominal,0.463244,-0.013716,0.002005
340,20400,0,normal_a,0,1457570,1570490,-112919.00,-1952.8250,-5742.3500,Nominal,-0.225838,-0.009764,-0.002871
341,20460,0,normal_a,0,1655658,1575706,79952.00,-2109.7250,3214.5167,Nominal,0.159904,-0.010549,0.001607
342,20520,0,normal_a,0,1297622,1575706,-278083.50,-46437.4750,-5967.2583,Nominal,-0.556167,-0.232187,-0.002984
343,20580,0,normal_a,0,1658330,1575706,82624.00,-13570.3250,6011.7917,Nominal,0.165248,-0.067852,0.003006
344,20640,0,normal_a,0,1713140,1581018,132121.00,-12341.0000,824.9500,Nominal,0.264242,-0.061705,0.000412
345,20700,0,normal_a,0,1505222,1575706,-70483.50,-4594.7500,-3376.7417,Nominal,-0.140967,-0.022974,-0.001688
346,20760,0,normal_a,0,1516072,1575706,-59633.50,-2565.0500,180.8333,Nominal,-0.119267,-0.012825,0.000090
347,20820,0,normal_a,0,1661046,1579569,81477.50,7769.4500,2351.8500,Nominal,0.162955,0.038847,0.001176
348,20880,0,normal_a,0,1423472,1570490,-147017.00,-6034.0000,-3808.2417,Nominal,-0.294034,-0.030170,-0.001904
349,20940,0,normal_a,0,1698450,1579569,118880.50,-17308.1500,4431.6250,Nominal,0.237761,-0.086541,0.002216
350,21000,0,normal_a,0,1594251,1589566,4684.50,-5547.8000,-1903.2667,Nominal,0.009369,-0.027739,-0.000952
351,21060,0,normal_a,0,1525250,1589566,-64317.00,-19974.7000,-1150.0250,Nominal,-0.128634,-0.099874,-0.000575
352,21120,0,normal_a,0,1652744,1589566,63178.00,14151.4500,2124.9167,Nominal,0.126356,0.070757,0.001062
353,21180,0,normal_a,0,1582949,1583916,-966.50,5792.4000,-1069.0750,Nominal,-0.001933,0.028962,-0.000535
354,21240,0,normal_a,0,1623514,1589566,33947.50,-4024.9500,581.9000,Nominal,0.067895,-0.020125,0.000291
355,21300,0,normal_a,0,1605066,1589566,15499.50,4573.3500,-307.4667,Nominal,0.030999,0.022867,-0.000154
356,21360,0,normal_a,0,1726800,1589566,137234.00,24260.1000,2028.9083,Nominal,0.274468,0.121300,0.001014
357,21420,0,normal_a,0,1449907,1589566,-139659.50,2146.4000,-4614.8917,Nominal,-0.279319,0.010732,-0.002307
358,21480,0,normal_a,0,1527223,1588600,-61377.00,10710.4000,1304.7083,Nominal,-0.122754,0.053552,0.000652
359,0,1,normal_b,0,1634455,1634455,0.00,-1177.6500,61377.0000,Nominal,0.000000,-0.005888,0.030689
360,60,1,normal_b,0,1725274,1679864,45409.50,2894.8500,756.8250,Nominal,0.090819,0.014474,0.000378
361,120,1,normal_b,0,1603629,1634455,-30826.00,6243.9500,-1270.5917,Nominal,-0.061652,0.031220,-0.000635
362,180,1,normal_b,0,1566697,1619042,-52345.00,-5308.3500,-358.6500,Nominal,-0.104690,-0.026542,-0.000179
363,240,1,normal_b,0,1501110,1603629,-102519.00,-15463.6000,-836.2333,Nominal,-0.205038,-0.077318,-0.000418
364,300,1,normal_b,0,1566574,1585163,-18589.50,-20717.3000,1398.8250,Nominal,-0.037179,-0.103586,0.000699
365,360,1,normal_b,0,1677538,1603629,73908.50,-14876.4000,1541.6333,Nominal,0.147817,-0.074382,0.000771
366,420,1,normal_b,0,1501531,1585163,-83632.00,-36963.0000,-2625.6750,Nominal,-0.167264,-0.184815,-0.001313
367,480,1,normal_b,0,1594645,1594645,0.00,-22997.0500,1393.8667,Nominal,0.000000,-0.114985,0.000697
368,540,1,normal_b,0,1607302,1599137,8164.50,-16042.9000,136.0750,Nominal,0.016329,-0.080214,0.000068
369,600,1,normal_b,0,1672516,1603629,68887.00,-9154.2000,1012.0417,Nominal,0.137774,-0.045771,0.000506
370,660,1,normal_b,0,1691709,1605465,86243.75,-5070.7750,289.2792,Nominal,0.172487,-0.025354,0.000145
371,720,1,normal_b,0,1500114,1603629,-103515.50,-12339.7250,-3162.6542,Nominal,-0.207031,-0.061699,-0.001581
372,780,1,normal_b,0,1460418,1599137,-138719.50,-20977.1750,-586.7333,Nominal,-0.277439,-0.104886,-0.000293
373,840,1,normal_b,0,1758772,1603629,155143.50,4789.0750,4897.7167,Nominal,0.310287,0.023945,0.002449
374,900,1,normal_b,0,1397136,1599137,-202001.50,-13552.1250,-5952.4167,Nominal,-0.404003,-0.067761,-0.002976
375,960,1,normal_b,0,1631502,1603629,27873.00,-18155.6750,3831.2417,Nominal,0.055746,-0.090778,0.001916
376,1020,1,normal_b,0,1368762,1599137,-230375.50,-32830.0250,-4304.1417,Nominal,-0.460751,-0.164150,-0.002152
377,1080,1,normal_b,0,1577155,1594645,-17490.00,-34579.0250,3548.0917,Nominal,-0.034980,-0.172895,0.001774
378,1140,1,normal_b,0,1771969,1599137,172832.00,-18112.2750,3172.0333,Nominal,0.345664,-0.090561,0.001586
379,1200,1,normal_b,0,1459078,1594645,-135567.50,-38557.7250,-5139.9917,Nominal,-0.271135,-0.192789,-0.002570
380,1260,1,normal_b,0,1564664,1585900,-21236.00,-49305.7000,1905.5250,Nominal,-0.042472,-0.246528,0.000953
381,1320,1,normal_b,0,1544227,1577155,-32928.00,-42246.9500,-194.8667,Nominal,-0.065856,-0.211235,-0.000097
382,1380,1,normal_b,0,1670571,1585900,84671.00,-19907.9000,1959.9833,Nominal,0.169342,-0.099540,0.000980
383,1440,1,normal_b,0,1616348,1594645,21703.00,-33251.9500,-1049.4667,Nominal,0.043406,-0.166260,-0.000525
384,1500,1,normal_b,0,1574256,1585900,-11644.00,-14216.2000,-555.7833,Nominal,-0.023288,-0.071081,-0.000278
385,1560,1,normal_b,0,1626637,1594645,31992.00,-13804.3000,727.2667,Nominal,0.063984,-0.069021,0.000364
386,1620,1,normal_b,0,1665420,1599137,66283.50,15861.6000,571.5250,Nominal,0.132567,0.079308,0.000286
387,1680,1,normal_b,0,1531932,1594645,-62713.50,11339.2500,-2149.9500,Nominal,-0.125427,0.056696,-0.001075
388,1740,1,normal_b,0,1584882,1589764,-4881.50,-6432.1000,963.8667,Nominal,-0.009763,-0.032161,0.000482
389,1800,1,normal_b,0,1644448,1589764,54685.00,12593.1500,992.7750,Nominal,0.109370,0.062966,0.000496
390,1860,1,normal_b,0,1460196,1581018,-120823.00,2634.4500,-2925.1333,Nominal,-0.241646,0.013172,-0.001463
391,1920,1,normal_b,0,1662540,1581018,81521.00,14079.3500,3372.4000,Nominal,0.163042,0.070397,0.001686
392,1980,1,normal_b,0,1754958,1589764,165194.00,22131.6500,1394.5500,Nominal,0.330388,0.110658,0.000697
393,2040,1,normal_b,0,1343716,1589764,-246047.50,-4643.4000,-6854.0250,Nominal,-0.492095,-0.023217,-0.003427
394,2100,1,normal_b,0,1720801,1600973,119827.75,8503.7750,6097.9208,Nominal,0.239655,0.042519,0.003049
395,2160,1,normal_b,0,1441818,1589764,-147946.00,-9490.0250,-4462.8958,Nominal,-0.295892,-0.047450,-0.002231
396,2220,1,normal_b,0,1509833,1589764,-79930.50,-24111.4250,1133.5917,Nominal,-0.159861,-0.120557,0.000567
397,2280,1,normal_b,0,1559151,1581018,-21867.50,-20026.8250,967.7167,Nominal,-0.043735,-0.100134,0.000484
398,2340,1,normal_b,0,1566723,1575706,-8982.50,-20436.9250,214.7500,Nominal,-0.017965,-0.102185,0.000107
399,2400,1,normal_b,0,1807328,1575706,231622.00,-2743.2250,4010.0750,Nominal,0.463244,-0.013716,0.002005
400,2460,1,normal_b,0,1457570,1570490,-112919.00,-1952.8250,-5742.3500,Nominal,-0.225838,-0.009764,-0.002871
401,2520,1,normal_b,0,1655658,1575706,79952.00,-2109.7250,3214.5167,Nominal,0.159904,-0.010549,0.001607
402,2580,1,normal_b,0,1297622,1575706,-278083.50,-46437.4750,-5967.2583,Nominal,-0.556167,-0.232187,-0.002984
403,2640,1,normal_b,0,1658330,1575706,82624.00,-13570.3250,6011.7917,Nominal,0.165248,-0.067852,0.003006
404,2700,1,normal_b,0,1713140,1581018,132121.00,-12341.0000,824.9500,Nominal,0.264242,-0.061705,0.000412
405,2760,1,normal_b,0,1505222,1575706,-70483.50,-4594.7500,-3376.7417,Nominal,-0.140967,-0.022974,-0.001688
406,2820,1,normal_b,0,1516072,1575706,-59633.50,-2565.0500,180.8333,Nominal,-0.119267,-0.012825,0.000090
407,2880,1,normal_b,0,1661046,1579569,81477.50,7769.4500,2351.8500,Nominal,0.162955,0.038847,0.001176
408,2940,1,normal_b,0,1423472,1570490,-147017.00,-6034.0000,-3808.2417,Nominal,-0.294034,-0.030170,-0.001904
409,3000,1,normal_b,0,1698450,1579569,118880.50,-17308.1500,4431.6250,Nominal,0.237761,-0.086541,0.002216
410,3060,1,normal_b,0,1594251,1589566,4684.50,-5547.8000,-1903.2667,Nominal,0.009369,-0.027739,-0.000952
411,3120,1,normal_b,0,1525250,1589566,-64317.00,-19974.7000,-1150.0250,Nominal,-0.128634,-0.099874,-0.000575
412,3180,1,normal_b,0,1652744,1589566,63178.00,14151.4500,2124.9167,Nominal,0.126356,0.070757,0.001062
413,3240,1,normal_b,0,1582949,1583916,-966.50,5792.4000,-1069.0750,Nominal,-0.001933,0.028962,-0.000535
414,3300,1,normal_b,0,1623514,1589566,33947.50,-4024.9500,581.9000,Nominal,0.067895,-0.020125,0.000291
415,3360,1,normal_b,0,1605066,1589566,15499.50,4573.3500,-307.4667,Nominal,0.030999,0.022867,-0.000154
416,3420,1,normal_b,0,1726800,1589566,137234.00,24260.1000,2028.9083,Nominal,0.274468,0.121300,0.001014
417,3480,1,normal_b,0,1449907,1589566,-139659.50,2146.4000,-4614.8917,Nominal,-0.279319,0.010732,-0.002307
418,3540,1,normal_b,0,1684870,1599658,85211.50,25369.2500,3747.8500,Nominal,0.170423,0.126846,0.001874
419,3600,1,normal_b,0,1734814,1599658,135156.00,26996.8000,832.4083,Nominal,0.270312,0.134984,0.000416
420,3660,1,normal_b,0,1471728,1599658,-127931.00,13735.2500,-4384.7833,Nominal,-0.255862,0.068676,-0.002192
421,3720,1,normal_b,0,1569832,1588600,-18768.50,18290.1000,1819.3750,Nominal,-0.037537,0.091450,0.000910
422,3780,1,normal_b,0,1668398,1588600,79798.50,19952.1500,1642.7833,Nominal,0.159597,0.099761,0.000821
423,3840,1,normal_b,0,1625607,1599658,25948.50,22643.6500,-897.5000,Nominal,0.051897,0.113218,-0.000449
424,3900,1,normal_b,0,1536118,1588600,-52482.50,14000.6500,-1307.1833,Nominal,-0.104965,0.070003,-0.000654
425,3960,1,normal_b,0,1598134,1596192,1941.50,12644.8500,907.0667,Nominal,0.003883,0.063224,0.000454
